complete_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
57,2e-05,1.7e-05,3.7e-05,6.2e-05,2.3e-05,2.6e-05,2e-05,2.4e-05,2.3e-05,3.5e-05,1.7e-05,1.8e-05,1.8e-05,2.2e-05,2e-05,1.8e-05,2.7e-05,3.4e-05,2.4e-05,3.3e-05,2e-05,1.7e-05,1.7e-05,1.7e-05,1.7e-05,2.4e-05,2e-05,1.8e-05,1.8e-05,1.8e-05,1.8e-05,1.9e-05
58,1.4e-05,1.4e-05,1.7e-05,2e-05,1.8e-05,1.5e-05,1.7e-05,1.5e-05,1.5e-05,1.3e-05,1.4e-05,1.6e-05,2.7e-05,3e-05,1.6e-05,1.4e-05,2.8e-05,3.1e-05,3.7e-05,2.5e-05,1.9e-05,1.9e-05,3.8e-05,3.7e-05,2.3e-05,4.1e-05,1.5e-05,1.5e-05,2.7e-05,2.7e-05,1.4e-05,1.5e-05
59,1.9e-05,2.4e-05,1.8e-05,1.5e-05,1.7e-05,1.7e-05,1.7e-05,1.7e-05,1.4e-05,2.2e-05,3.4e-05,6e-05,1.7e-05,2.1e-05,1.6e-05,1.7e-05,2e-05,1.9e-05,2.4e-05,2.3e-05,3.8e-05,3.2e-05,2.5e-05,4.1e-05,2e-05,2.1e-05,2e-05,1.8e-05,2.8e-05,1.9e-05,1.6e-05,1.8e-05
60,8.6e-05,6.9e-05,1.8e-05,1.9e-05,1.9e-05,1.7e-05,2e-05,1.6e-05,2.5e-05,1.9e-05,2.6e-05,2.5e-05,2e-05,1.7e-05,2.3e-05,1.7e-05,2.1e-05,2e-05,2e-05,2.1e-05,2.3e-05,1.9e-05,2e-05,1.9e-05,1.9e-05,2.4e-05,2.2e-05,3.4e-05,1.8e-05,1.7e-05,2.3e-05,2.4e-05
61,2.3e-05,3e-05,1.9e-05,2.5e-05,1.6e-05,1.7e-05,2e-05,1.9e-05,1.6e-05,1.6e-05,1.7e-05,1.9e-05,1.8e-05,1.7e-05,3.6e-05,3.3e-05,2.2e-05,1.9e-05,3.1e-05,1.6e-05,2.4e-05,2e-05,1.7e-05,2e-05,2.2e-05,2e-05,1.8e-05,2.1e-05,2.4e-05,2.7e-05,2.4e-05,2.5e-05
62,2e-05,2.4e-05,2.7e-05,3.5e-05,5.9e-05,5.4e-05,4.4e-05,4.3e-05,5.6e-05,3e-05,2.6e-05,1.7e-05,1.6e-05,2.3e-05,1.9e-05,4.8e-05,1.9e-05,1.6e-05,1.5e-05,2e-05,1.8e-05,1.8e-05,1.9e-05,1.6e-05,1.5e-05,2.2e-05,2.3e-05,1.8e-05,2.5e-05,1.7e-05,2.1e-05,2e-05
63,2e-05,1.8e-05,2.8e-05,2.8e-05,2.8e-05,2.4e-05,2e-05,2.1e-05,1.9e-05,1.6e-05,1.5e-05,2e-05,2.1e-05,2.2e-05,1.8e-05,2.9e-05,3e-05,2e-05,1.7e-05,2.2e-05,1.9e-05,1.8e-05,2.3e-05,1.8e-05,1.9e-05,2e-05,1.5e-05,2e-05,1.7e-05,1.9e-05,1.8e-05,1.7e-05
64,1.6e-05,1.7e-05,1.6e-05,1.9e-05,1.5e-05,1.7e-05,1.6e-05,1.6e-05,3.3e-05,1.6e-05,1.9e-05,1.9e-05,2.5e-05,2.4e-05,1.7e-05,1.7e-05,4.6e-05,4.3e-05,2.2e-05,2.2e-05,2.4e-05,2.3e-05,3.5e-05,2.1e-05,3.6e-05,5.9e-05,1.7e-05,1.6e-05,2.7e-05,2.7e-05,1.6e-05,1.6e-05
65,2e-05,2.9e-05,1.6e-05,2e-05,1.6e-05,2.8e-05,1.9e-05,1.6e-05,1.6e-05,1.8e-05,4.3e-05,3e-05,2.4e-05,1.9e-05,1.6e-05,1.7e-05,2.2e-05,2.1e-05,2.4e-05,1.9e-05,2.4e-05,2.8e-05,3.7e-05,2.4e-05,2.8e-05,1.8e-05,3.3e-05,3.1e-05,1.9e-05,2.3e-05,1.9e-05,1.9e-05
66,4.2e-05,3.2e-05,1.7e-05,1.7e-05,1.8e-05,2e-05,1.8e-05,1.7e-05,2.2e-05,1.6e-05,2e-05,2.2e-05,2e-05,1.9e-05,1.6e-05,1.4e-05,1.8e-05,1.9e-05,2.1e-05,1.8e-05,1.8e-05,1.7e-05,1.7e-05,2.3e-05,1.5e-05,3.1e-05,3e-05,3.2e-05,1.8e-05,1.8e-05,3.4e-05,4.6e-05
67,1.8e-05,2.2e-05,1.8e-05,1.9e-05,2.4e-05,2e-05,3.2e-05,3e-05,1.9e-05,2.4e-05,2e-05,1.7e-05,1.6e-05,2.1e-05,4.2e-05,2.5e-05,2.2e-05,1.6e-05,1.7e-05,2.2e-05,1.9e-05,2e-05,2e-05,2.7e-05,1.6e-05,2.2e-05,1.6e-05,1.9e-05,1.9e-05,1.8e-05,3.8e-05,3.1e-05
68,2.3e-05,1.8e-05,5e-05,2.4e-05,3.6e-05,2.9e-05,3.2e-05,4e-05,3.6e-05,2.7e-05,1.9e-05,1.8e-05,1.7e-05,2.3e-05,2.1e-05,5.8e-05,1.8e-05,2.1e-05,1.9e-05,1.7e-05,2e-05,2.3e-05,2.1e-05,2e-05,2e-05,2.4e-05,1.6e-05,1.6e-05,1.9e-05,2.1e-05,2e-05,1.8e-05
69,2e-05,2.4e-05,2.2e-05,2.5e-05,2.9e-05,3.3e-05,2.3e-05,2.6e-05,2.4e-05,2.1e-05,1.6e-05,1.7e-05,1.9e-05,1.9e-05,1.8e-05,1.6e-05,4.3e-05,5.4e-05,2e-05,1.8e-05,1.4e-05,1.4e-05,1.6e-05,1.7e-05,2.8e-05,3e-05,1.5e-05,1.6e-05,1.8e-05,2.4e-05,1.7e-05,1.6e-05
70,1.5e-05,1.4e-05,1.4e-05,2.2e-05,1.4e-05,1.3e-05,1.4e-05,1.6e-05,2e-05,1.7e-05,3.3e-05,3.3e-05,2.1e-05,2.7e-05,1.5e-05,2.2e-05,1.9e-05,2.4e-05,2.2e-05,2.4e-05,2.4e-05,2.4e-05,2e-05,3.6e-05,1.5e-05,1.8e-05,1.6e-05,1.7e-05,2.2e-05,2.2e-05,1.8e-05,2.4e-05
71,5.2e-05,3.4e-05,1.6e-05,1.7e-05,1.7e-05,1.9e-05,1.9e-05,1.7e-05,1.5e-05,1.7e-05,1.9e-05,2.2e-05,2.2e-05,1.8e-05,1.6e-05,1.6e-05,1.8e-05,2e-05,2.2e-05,1.7e-05,3.2e-05,3.8e-05,3e-05,3e-05,1.5e-05,1.6e-05,2.2e-05,2.2e-05,2.6e-05,5.9e-05,1.5e-05,1.9e-05
72,1.8e-05,1.8e-05,1.8e-05,1.8e-05,2.2e-05,2e-05,2.2e-05,1.6e-05,2e-05,2.2e-05,1.9e-05,2e-05,1.6e-05,1.8e-05,1.7e-05,1.9e-05,2.1e-05,1.9e-05,1.9e-05,2.2e-05,2.3e-05,2e-05,1.9e-05,2.3e-05,2.3e-05,1.8e-05,2.8e-05,2.3e-05,1.8e-05,1.7e-05,5.9e-05,5.4e-05
73,2.2e-05,1.6e-05,1.8e-05,1.8e-05,1.6e-05,1.8e-05,2.3e-05,2e-05,1.7e-05,1.7e-05,1.9e-05,6.4e-05,2e-05,2.2e-05,3.2e-05,3.7e-05,1.9e-05,1.8e-05,2.3e-05,2.3e-05,1.7e-05,1.9e-05,2e-05,2.5e-05,1.7e-05,1.8e-05,2.6e-05,2.6e-05,2.3e-05,2e-05,2.7e-05,2.5e-05
74,1.9e-05,1.9e-05,2.1e-05,4.3e-05,3.3e-05,3.5e-05,4.3e-05,3.7e-05,3.6e-05,2.2e-05,2e-05,2.3e-05,1.7e-05,1.8e-05,2.6e-05,2.6e-05,1.7e-05,1.8e-05,2e-05,1.5e-05,2.1e-05,2.3e-05,1.9e-05,1.7e-05,1.8e-05,2.1e-05,1.9e-05,2e-05,1.7e-05,1.9e-05,1.7e-05,1.6e-05
75,1.6e-05,2.3e-05,2e-05,2.2e-05,2e-05,2.5e-05,2.2e-05,2.7e-05,1.8e-05,3.8e-05,2.2e-05,1.9e-05,3.1e-05,2.2e-05,2.5e-05,1.8e-05,6.7e-05,3.3e-05,3.6e-05,3e-05,1.8e-05,1.7e-05,1.5e-05,2.6e-05,2.2e-05,4.8e-05,1.7e-05,3e-05,2.6e-05,1.7e-05,1.7e-05,1.6e-05
76,3.8e-05,2.5e-05,1.7e-05,1.6e-05,1.5e-05,1.7e-05,1.6e-05,1.7e-05,3e-05,3.5e-05,4.1e-05,3.1e-05,2.6e-05,2.8e-05,2.2e-05,1.9e-05,1.9e-05,2e-05,2.7e-05,2e-05,2.7e-05,3.5e-05,5.5e-05,3.7e-05,1.9e-05,2.3e-05,1.8e-05,6.7e-05,3e-05,2.2e-05,1.9e-05,2.5e-05
77,4.5e-05,6.6e-05,2e-05,1.8e-05,1.9e-05,2.2e-05,1.8e-05,2e-05,1.8e-05,1.9e-05,1.9e-05,1.7e-05,1.5e-05,2.1e-05,2.4e-05,1.5e-05,2.1e-05,2.1e-05,1.7e-05,1.9e-05,3.2e-05,3.5e-05,3.2e-05,3.6e-05,1.7e-05,2.9e-05,1.8e-05,2.6e-05,1.7e-05,1.7e-05,1.6e-05,1.5e-05
78,1.9e-05,1.7e-05,1.8e-05,2.2e-05,2.3e-05,1.8e-05,1.8e-05,1.9e-05,1.6e-05,2.2e-05,1.9e-05,2e-05,1.9e-05,1.9e-05,1.6e-05,1.8e-05,1.8e-05,2.1e-05,2.4e-05,2.2e-05,1.9e-05,2.3e-05,2.5e-05,2.1e-05,1.6e-05,1.7e-05,3.1e-05,4.5e-05,1.6e-05,2.1e-05,4.2e-05,0.000109
79,1.9e-05,1.9e-05,1.9e-05,1.7e-05,1.8e-05,1.5e-05,1.8e-05,2.3e-05,1.7e-05,2.1e-05,1.7e-05,2.4e-05,1.8e-05,2.4e-05,3.7e-05,3.3e-05,1.7e-05,1.8e-05,1.7e-05,1.9e-05,1.9e-05,2e-05,1.6e-05,1.8e-05,2.2e-05,2.6e-05,2.1e-05,2.3e-05,1.9e-05,1.7e-05,4.2e-05,4e-05
80,1.8e-05,1.8e-05,2.6e-05,2.8e-05,3.1e-05,3.4e-05,3e-05,3.3e-05,2.1e-05,1.7e-05,1.5e-05,1.8e-05,1.5e-05,1.7e-05,3e-05,1.8e-05,2.3e-05,1.7e-05,2.2e-05,1.8e-05,1.5e-05,2.3e-05,1.6e-05,2.2e-05,3.3e-05,2.9e-05,2e-05,1.8e-05,1.8e-05,1.7e-05,1.9e-05,2e-05
81,1.5e-05,1.6e-05,2e-05,1.9e-05,2.1e-05,2.6e-05,3.1e-05,3.4e-05,2.9e-05,2.1e-05,3.7e-05,4.4e-05,2.8e-05,2.9e-05,1.6e-05,2.5e-05,4.4e-05,2.3e-05,2.3e-05,2.3e-05,1.4e-05,1.4e-05,1.5e-05,1.4e-05,2e-05,1.7e-05,1.4e-05,1.5e-05,2.3e-05,2.3e-05,1.4e-05,1.4e-05
82,4.8e-05,4.1e-05,1.9e-05,2.2e-05,1.6e-05,1.6e-05,1.6e-05,1.9e-05,3.6e-05,2.2e-05,2.2e-05,2e-05,2e-05,2.5e-05,2.7e-05,1.7e-05,2e-05,2.3e-05,2.2e-05,2.3e-05,2.4e-05,4.5e-05,3.8e-05,2.5e-05,1.5e-05,1.6e-05,1.4e-05,1.7e-05,2.7e-05,2.4e-05,1.6e-05,1.7e-05
83,2.2e-05,2.5e-05,1.9e-05,1.8e-05,1.8e-05,2e-05,1.9e-05,1.7e-05,1.9e-05,1.9e-05,1.6e-05,2.6e-05,1.6e-05,1.6e-05,2.3e-05,1.7e-05,1.9e-05,2.3e-05,2.1e-05,2.1e-05,3.1e-05,4e-05,3e-05,3.8e-05,1.7e-05,2e-05,2.1e-05,1.8e-05,1.9e-05,1.9e-05,1.8e-05,2.1e-05
84,1.7e-05,2.1e-05,2e-05,1.7e-05,2.4e-05,2e-05,1.7e-05,1.7e-05,1.9e-05,1.8e-05,1.7e-05,1.5e-05,2.3e-05,2.1e-05,1.8e-05,1.9e-05,1.7e-05,1.8e-05,1.9e-05,2e-05,2.2e-05,2.1e-05,1.5e-05,1.8e-05,2.2e-05,2e-05,5.5e-05,5.3e-05,1.7e-05,1.8e-05,3.2e-05,0.000115
85,2.1e-05,2.3e-05,1.7e-05,1.5e-05,2.5e-05,1.8e-05,1.8e-05,2.4e-05,1.6e-05,2.2e-05,2e-05,2e-05,1.6e-05,1.7e-05,2.5e-05,2.3e-05,1.7e-05,1.9e-05,1.9e-05,1.7e-05,2.2e-05,2.2e-05,2.8e-05,2.3e-05,2.8e-05,2.8e-05,2.9e-05,3e-05,2e-05,1.9e-05,3.4e-05,4.4e-05
86,2.4e-05,1.7e-05,2.1e-05,3.4e-05,3.6e-05,2.5e-05,2.4e-05,3.2e-05,2.8e-05,3e-05,2.2e-05,1.8e-05,1.7e-05,1.8e-05,3.9e-05,2.6e-05,2.2e-05,2.9e-05,4.2e-05,2.7e-05,2e-05,1.8e-05,2e-05,2.6e-05,2.8e-05,3.6e-05,1.5e-05,1.5e-05,1.6e-05,1.6e-05,1.7e-05,1.8e-05
87,3e-05,2.7e-05,2e-05,2e-05,2.1e-05,2.2e-05,2.8e-05,3.5e-05,7.4e-05,2.8e-05,2.8e-05,2.6e-05,2.4e-05,2.2e-05,2e-05,2.2e-05,2.2e-05,2.1e-05,2.6e-05,2.1e-05,1.5e-05,1.7e-05,2.1e-05,1.8e-05,2.7e-05,1.7e-05,2.8e-05,2.2e-05,2.4e-05,2.4e-05,1.7e-05,2.6e-05
88,2e-05,2.1e-05,1.4e-05,1.5e-05,2e-05,1.8e-05,1.7e-05,1.8e-05,1.5e-05,1.5e-05,1.6e-05,1.5e-05,3e-05,2.7e-05,1.7e-05,2e-05,2.9e-05,1.7e-05,3e-05,3e-05,1.7e-05,1.5e-05,2e-05,1.9e-05,1.8e-05,1.7e-05,1.5e-05,1.6e-05,3.5e-05,3.5e-05,2e-05,1.9e-05
89,1.7e-05,2.2e-05,1.7e-05,1.9e-05,2.1e-05,2.4e-05,1.6e-05,1.8e-05,1.6e-05,2.2e-05,1.7e-05,1.7e-05,1.8e-05,1.7e-05,1.7e-05,1.6e-05,2e-05,2.3e-05,2.5e-05,2.1e-05,3.5e-05,4.7e-05,3.4e-05,2.9e-05,1.6e-05,1.7e-05,2e-05,2.9e-05,1.9e-05,1.9e-05,1.6e-05,2e-05
90,2.2e-05,2e-05,2.5e-05,2.4e-05,1.8e-05,2e-05,2.1e-05,2.6e-05,3e-05,1.9e-05,2.4e-05,2.2e-05,1.9e-05,2.4e-05,1.8e-05,2e-05,1.7e-05,1.8e-05,2e-05,2.1e-05,2.5e-05,3.1e-05,2.2e-05,2.1e-05,2.4e-05,2e-05,2.9e-05,2.8e-05,2.1e-05,3.1e-05,4.4e-05,3.5e-05
91,1.7e-05,1.9e-05,1.6e-05,1.8e-05,1.5e-05,1.5e-05,1.8e-05,1.9e-05,1.9e-05,2.6e-05,1.7e-05,1.9e-05,1.8e-05,2.2e-05,3.2e-05,2.3e-05,2.2e-05,1.9e-05,2e-05,1.8e-05,1.7e-05,1.6e-05,1.8e-05,1.8e-05,4e-05,6.5e-05,2.5e-05,3.5e-05,3.2e-05,2.4e-05,3.1e-05,3.8e-05
92,2.2e-05,2.3e-05,2.5e-05,2.9e-05,2.6e-05,4.3e-05,3.4e-05,2.8e-05,3.2e-05,4.1e-05,5e-05,2.9e-05,1.6e-05,2.2e-05,2.3e-05,2.6e-05,3e-05,2.1e-05,1.9e-05,1.7e-05,1.9e-05,1.7e-05,1.7e-05,1.8e-05,2.2e-05,1.5e-05,1.8e-05,2.2e-05,1.8e-05,1.7e-05,2.3e-05,2.7e-05
93,2.4e-05,2.1e-05,3.1e-05,2.3e-05,2.5e-05,2.6e-05,2.4e-05,2.6e-05,2.9e-05,2.9e-05,1.6e-05,1.9e-05,2.2e-05,2.4e-05,1.6e-05,2.2e-05,3.7e-05,2.6e-05,2.3e-05,2.7e-05,1.5e-05,1.8e-05,1.7e-05,1.7e-05,1.9e-05,1.7e-05,2.5e-05,2.2e-05,2.6e-05,3e-05,1.7e-05,4.1e-05
94,1.9e-05,1.7e-05,1.6e-05,2.2e-05,1.8e-05,1.8e-05,1.7e-05,2e-05,2.3e-05,2e-05,2e-05,2.2e-05,3e-05,3.2e-05,1.7e-05,1.9e-05,2.1e-05,1.7e-05,2.7e-05,2.5e-05,1.6e-05,1.9e-05,4.4e-05,2.9e-05,2.8e-05,2.4e-05,2e-05,1.8e-05,3.1e-05,3.6e-05,1.7e-05,1.8e-05
95,1.7e-05,1.8e-05,1.8e-05,2e-05,2.5e-05,2.1e-05,1.7e-05,1.8e-05,2.1e-05,1.8e-05,1.9e-05,2e-05,1.8e-05,2.1e-05,1.7e-05,2e-05,4.6e-05,1.6e-05,1.7e-05,2e-05,3.9e-05,4.3e-05,4.4e-05,3.7e-05,1.6e-05,2e-05,2e-05,1.8e-05,1.6e-05,2.1e-05,2.5e-05,1.9e-05
96,1.9e-05,2e-05,1.6e-05,1.7e-05,2e-05,1.8e-05,1.8e-05,2e-05,1.9e-05,1.7e-05,1.6e-05,1.7e-05,1.9e-05,1.8e-05,2.3e-05,2.1e-05,1.6e-05,1.6e-05,1.7e-05,2.4e-05,3.2e-05,3.4e-05,2.1e-05,1.8e-05,5.3e-05,5.4e-05,2.9e-05,2.6e-05,1.8e-05,1.5e-05,2.3e-05,2.4e-05
97,2.4e-05,9.5e-05,1.8e-05,1.8e-05,1.5e-05,1.9e-05,1.8e-05,2.4e-05,1.8e-05,2.2e-05,3.4e-05,2.6e-05,2.1e-05,2.1e-05,3.9e-05,3.3e-05,2e-05,1.7e-05,1.8e-05,1.6e-05,1.9e-05,1.6e-05,1.6e-05,2e-05,2.9e-05,3.6e-05,3.2e-05,2.7e-05,1.8e-05,2e-05,3.1e-05,2.3e-05
98,3.6e-05,3e-05,2.7e-05,2.7e-05,2.8e-05,3.7e-05,2.3e-05,2.5e-05,2.8e-05,2.7e-05,2.1e-05,2.3e-05,1.8e-05,1.7e-05,1.8e-05,2.1e-05,3.8e-05,2.8e-05,1.7e-05,1.5e-05,1.7e-05,1.8e-05,1.9e-05,3.2e-05,1.6e-05,2.5e-05,1.7e-05,2.2e-05,2.2e-05,1.5e-05,1.9e-05,1.8e-05
99,2.3e-05,2.5e-05,1.9e-05,2.1e-05,2.7e-05,2.8e-05,3.3e-05,2.2e-05,1.6e-05,2.4e-05,1.6e-05,1.6e-05,2.5e-05,2.1e-05,3.6e-05,1.4e-05,2.7e-05,2.6e-05,2.5e-05,2.2e-05,1.8e-05,1.8e-05,1.7e-05,2e-05,1.9e-05,1.9e-05,2.1e-05,1.7e-05,3.8e-05,2.4e-05,2.1e-05,2.4e-05
100,1.8e-05,2.5e-05,2.2e-05,2.1e-05,1.8e-05,2.1e-05,1.8e-05,1.9e-05,1.7e-05,1.7e-05,1.7e-05,1.8e-05,4.4e-05,3.4e-05,1.8e-05,1.8e-05,1.8e-05,1.8e-05,2.6e-05,2.4e-05,2e-05,1.7e-05,3.9e-05,3.3e-05,2.2e-05,2.2e-05,1.9e-05,2.2e-05,2.8e-05,2.2e-05,1.8e-05,1.6e-05
101,2.1e-05,1.7e-05,1.8e-05,2e-05,1.7e-05,1.9e-05,1.8e-05,1.9e-05,2.7e-05,2e-05,2.2e-05,1.5e-05,1.6e-05,1.8e-05,2.1e-05,1.5e-05,2.4e-05,1.9e-05,2.6e-05,2.2e-05,3.3e-05,3.2e-05,2.8e-05,3.9e-05,2.3e-05,3e-05,1.6e-05,1.8e-05,2.1e-05,1.9e-05,1.8e-05,2.1e-05
102,1.7e-05,2.2e-05,1.6e-05,1.5e-05,1.8e-05,3e-05,1.5e-05,1.6e-05,1.9e-05,2.2e-05,2.1e-05,1.8e-05,1.9e-05,1.9e-05,2.7e-05,2.2e-05,2e-05,2.3e-05,1.8e-05,2.1e-05,2.5e-05,2.3e-05,1.8e-05,1.6e-05,4.4e-05,4.7e-05,3e-05,4.5e-05,1.9e-05,1.8e-05,3.4e-05,3.5e-05
103,3.7e-05,4.2e-05,1.5e-05,2e-05,1.5e-05,1.4e-05,1.7e-05,1.9e-05,2.5e-05,2.7e-05,3.2e-05,2.5e-05,1.8e-05,2.2e-05,3.2e-05,4.6e-05,1.9e-05,1.9e-05,1.6e-05,2.4e-05,2e-05,1.8e-05,2.1e-05,2.5e-05,2.3e-05,2e-05,4.7e-05,3.1e-05,2.1e-05,2.1e-05,2.6e-05,2.7e-05
104,2.6e-05,3e-05,4.1e-05,3.3e-05,4e-05,5.2e-05,3.6e-05,3.4e-05,2.3e-05,1.7e-05,5.1e-05,2.7e-05,1.7e-05,1.7e-05,1.8e-05,1.4e-05,2.2e-05,2.4e-05,2e-05,1.8e-05,2e-05,1.5e-05,1.9e-05,2e-05,1.4e-05,1.7e-05,1.5e-05,1.6e-05,2e-05,5.4e-05,1.5e-05,1.8e-05
105,1.8e-05,1.4e-05,2.2e-05,2e-05,2e-05,2.2e-05,5.7e-05,2.2e-05,1.6e-05,2.2e-05,1.9e-05,1.8e-05,2.4e-05,3.2e-05,1.9e-05,1.4e-05,2.7e-05,2.7e-05,3.2e-05,2.7e-05,1.7e-05,1.8e-05,1.5e-05,1.8e-05,1.8e-05,2.6e-05,1.7e-05,2.2e-05,2.5e-05,2.7e-05,1.9e-05,2e-05
106,1.7e-05,1.7e-05,1.8e-05,1.6e-05,2.1e-05,1.8e-05,2e-05,2.1e-05,2.4e-05,2.2e-05,1.5e-05,2e-05,2.6e-05,2.9e-05,1.8e-05,2.6e-05,2.8e-05,2e-05,3.2e-05,3.1e-05,1.9e-05,1.7e-05,2.7e-05,2.6e-05,2.1e-05,2.3e-05,1.9e-05,1.7e-05,2e-05,2e-05,2.4e-05,1.7e-05
107,1.8e-05,1.8e-05,2.2e-05,1.7e-05,2e-05,1.7e-05,1.7e-05,2.8e-05,2.4e-05,2.2e-05,1.9e-05,2.1e-05,2.2e-05,1.9e-05,1.9e-05,1.6e-05,1.9e-05,1.7e-05,1.5e-05,1.6e-05,3.9e-05,3.4e-05,2.6e-05,3.4e-05,3.4e-05,3.6e-05,1.6e-05,1.6e-05,1.8e-05,1.8e-05,1.7e-05,1.8e-05
108,3.3e-05,1.9e-05,2e-05,2e-05,1.9e-05,1.6e-05,2.4e-05,1.8e-05,1.8e-05,1.9e-05,2e-05,1.7e-05,1.5e-05,1.6e-05,2.9e-05,4.4e-05,2.4e-05,1.7e-05,1.9e-05,1.7e-05,3.1e-05,9.8e-05,3.1e-05,3.9e-05,2.2e-05,2.7e-05,3.3e-05,3.1e-05,1.6e-05,1.7e-05,4.4e-05,3.5e-05
109,2.3e-05,1.8e-05,2.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,4.5e-05,3.6e-05,5.4e-05,2.8e-05,2.1e-05,2e-05,8.5e-05,6.8e-05,1.7e-05,1.7e-05,2.1e-05,1.6e-05,1.6e-05,2.7e-05,1.7e-05,2e-05,1.7e-05,2.1e-05,2.2e-05,2.7e-05,2.4e-05,1.6e-05,2.6e-05,2.8e-05
110,1.7e-05,2.2e-05,4.3e-05,3.5e-05,2.7e-05,2.5e-05,3.9e-05,2.9e-05,2.2e-05,1.7e-05,1.9e-05,2.3e-05,1.8e-05,1.5e-05,1.5e-05,2.3e-05,2e-05,2.3e-05,2.1e-05,1.8e-05,1.6e-05,3.6e-05,1.5e-05,1.8e-05,2.1e-05,1.7e-05,1.6e-05,1.9e-05,2e-05,1.9e-05,2.1e-05,1.8e-05
111,2.1e-05,2.2e-05,3e-05,2.6e-05,2.6e-05,2.5e-05,2.5e-05,2.5e-05,1.9e-05,1.6e-05,1.8e-05,2.3e-05,4.3e-05,2.8e-05,1.6e-05,1.5e-05,3.1e-05,2.5e-05,2.2e-05,1.9e-05,2e-05,1.6e-05,1.6e-05,1.5e-05,3.2e-05,1.7e-05,1.7e-05,1.6e-05,3.5e-05,2.8e-05,1.6e-05,1.8e-05
112,2e-05,1.6e-05,2.8e-05,1.8e-05,3.3e-05,1.7e-05,1.8e-05,1.8e-05,1.6e-05,1.9e-05,1.8e-05,1.8e-05,2.3e-05,2.1e-05,1.6e-05,1.8e-05,2e-05,1.8e-05,2.6e-05,2.5e-05,2.4e-05,1.7e-05,2e-05,2.4e-05,2.8e-05,2.4e-05,1.7e-05,1.8e-05,2.5e-05,2.5e-05,2.4e-05,1.9e-05
113,0.000102,6.7e-05,1.9e-05,1.7e-05,1.7e-05,2e-05,2.8e-05,2.5e-05,1.8e-05,2.1e-05,1.5e-05,2.1e-05,1.8e-05,1.8e-05,1.6e-05,2.4e-05,1.9e-05,1.6e-05,1.9e-05,2e-05,2.3e-05,2.8e-05,2.8e-05,3.2e-05,2.9e-05,2.9e-05,1.6e-05,1.8e-05,2e-05,1.7e-05,2.3e-05,2e-05
114,2.4e-05,3.8e-05,1.6e-05,1.6e-05,2.3e-05,2e-05,1.7e-05,2.8e-05,1.6e-05,1.5e-05,1.8e-05,1.4e-05,1.8e-05,1.7e-05,3.5e-05,3e-05,2e-05,1.8e-05,2.5e-05,2e-05,2.9e-05,2.8e-05,2.5e-05,2.3e-05,2.3e-05,2.4e-05,4.2e-05,3.1e-05,2.1e-05,1.9e-05,2.8e-05,3e-05
115,2e-05,1.6e-05,2.1e-05,2.3e-05,1.6e-05,1.7e-05,2.1e-05,1.9e-05,2.7e-05,3e-05,3.3e-05,3e-05,2.2e-05,1.7e-05,2.7e-05,2.1e-05,2.1e-05,2e-05,1.8e-05,1.6e-05,1.7e-05,1.5e-05,1.8e-05,1.6e-05,1.9e-05,2.4e-05,2.9e-05,3.2e-05,2e-05,1.9e-05,1.8e-05,2e-05
116,2.2e-05,1.7e-05,2.5e-05,2.5e-05,3.3e-05,3.9e-05,2.8e-05,3e-05,1.9e-05,2e-05,2.4e-05,1.9e-05,1.5e-05,1.6e-05,1.8e-05,1.7e-05,2.8e-05,2e-05,1.5e-05,1.5e-05,1.8e-05,1.8e-05,2.9e-05,2.4e-05,1.5e-05,1.5e-05,1.4e-05,1.2e-05,1.5e-05,1.4e-05,1.4e-05,1.7e-05
